B,KMISS ESSAHEL ,LARACHE,,X,,,,,,X,X,X,X,,,,,
B,DLALHA,LARACHE,X,X,X,,X,X,,X,X,X,X,,,,,
C,AARBAOUA,LARACHE,         ,X,,,X,,,X,X,X,X,,,,,
C,HAD KOURT,LARACHE,,,,X,,,,X,,X,,,,,,
A,MARRAKECH                                         ,MARRAKECH,X,X,X,X,X,X,,X,X,X,X,,,,,
C,BOUMALNE DADES,MARRAKECH,X,,,,,,,X,,X,,,,,,
B,OUARZAZATE                                        ,MARRAKECH,x,,,,,,,x,x,x,x,,,,,
B,KELAAT SRAGHNA                                     ,MARRAKECH,,,,x,,,,x,x,x,x,,,,,
C,TINGHIR                                           ,MARRAKECH,x,,,,,,,x,,x,,,,,,
B,CHICHAOUA                                         ,MARRAKECH,,,,,x,,,x,x,x,x,,,,,
C,BEN GUERIR                                        ,MARRAKECH,,,,x,,,,x,x,x,x,,,,,
C,AIT OURIR,MARRAKECH,,,,,,X,,x,,x,,,,,,
C,ATTAOUIA,MARRAKECH,,,,x,,,,x,x,x,x,,,,,
C,ZAGOURA                                           ,MARRAKECH,X,,,,,,,x,,,,,,,,
C,KELAAT MEGOUNA                                     ,MARRAKECH,x,,,,,,,x,x,x,x,,,,,
C,AMZMIZ,MARRAKECH,x,,,,,,,x,,,,,,,,
C,TINJDAD,MARRAKECH,x,,,,,,,x,,,,,,,,
C,DEMNATE,MARRAKECH,x,,,,,,,x,,,,,,,,
C,IMINTANOUTE,MARRAKECH,,,,,x,,,x,x,x,x,,,,,
A,MEKNES                                            ,MEKNES,X,X,X,X,X,X,,X,X,X,X,,,,,
A,BOUFEKRANE,MEKNES,X,X,X,X,X,X,,X,X,X,X,,,,,
B,TIFELT                                            ,MEKNES,X,,,,,,,X,X,X,X,,,,,
B,KHEMISSET                                         ,MEKNES,X,,,,,,,X,X,X,X,,,,,
B,EL HAJEB,MEKNES,,,X,,,,,X,X,X,X,,,,,
A,OUISLANE,MEKNES,X,X,X,X,X,X,,X,X,X,X,,,,,
C,OULMES,MEKNES,X,,,,,,,X,X,X,X,,,,,
C,MOULAY DRISS ZERHOUN,MEKNES,,,,,X,,,X,X,X,X,,,,,
A,NADOR,NADOR,X,X,X,X,X,X,,X,X,X,X,,,,,
A,MONT AROUI,NADOR,X,X,X,X,X,X,,X,X,X,X,,,,,
A,SELOUANE,NADOR,X,X,X,X,X,X,,X,X,X,X,,,,,
B,EL HOCEIMA                                        ,NADOR,,,,X,,,,X,X,X,X,,,,,
C,DRIOUCH                                           ,NADOR,,X,,,,,,,,,X,,,,,
C,IMZOUREN,NADOR,,,,X,,,,,,X,,,,,,
C,MIDAR,NADOR,,X,,,,,,,,,X,,,,,
A,BENI NSAR                                         ,NADOR,,,,,X,,,,X,,X,,,,,
B,ZAIO                                              ,NADOR,,,,,,X,,,,,X,,,,,
C,TARGUIST,NADOR,X,,,,,,,,,,X,,,,,
C,BEN TAYEB,NADOR,,X,,,,,,,,,X,,,,,
B,KARIAT AREKMAN,NADOR,,,,,,X,,,,,X,,,,,
A,ZGHENGHEN,NADOR,X,X,X,X,X,X,,X,X,X,X,,,,,
B,KARIAT ARKMANE,NADOR,,,,,,X,,,,,X,,,,,
C,BENI BOUAYACH,NADOR,,,,X,,,,,,,X,,,,,
C,BENI HDIFA,NADOR,X,,,,,,,,,,X,,,,,
C,ISSAGUEN,NADOR,X,,,,,,,,,,X,,,,,
C,KETAMA,NADOR,X,,,,,,,,,,X,,,,,
A,OUJDA                                             ,OUJDA,X,X,X,X,X,X,,X,X,X,X,,,,,
C,LAYOUN                                            ,OUJDA,,X,,,,,,,X,,X,,,,,
B,BERKANE                                           ,OUJDA,X,,X,,X,,,X,X,X,X,,,,,
B,AHFIR                                             ,OUJDA,X,,X,,X,,,x,x,x,X,,,,,
C,SAIDIA,OUJDA,,,X,,,,,X,X,X,X,,,,,
C,JERADA                                           ,OUJDA,,,,X,,,,,,X,,,,,,
A,RABAT                                             ,RABAT,X,X,X,X,X,X,,X,X,X,X,,,,,
A,SALE                                              ,RABAT,X,X,X,X,X,X,,X,X,X,X,,,,,
A,TEMARA                                            ,RABAT,X,X,X,X,X,X,,X,X,X,X,,,,,
B,BOUZNIKA,RABAT,X, , ,X, , ,,X,X,X,X,,,,,
A,AIN ATIQ,RABAT,X,X,X,X,X,X,,X,X,X,X,,,,,
A,SKHIRAT,RABAT,X,X,X,X,X,X,,X,X,X,X,,,,,
A,AIN AOUDA,RABAT,X,X,X,X,X, ,,X,X,X,X,,,,,
B,SIDI ALLAL BAHRAOUI                               ,RABAT,X, , , , , ,,X,X,X,X,,,,,
C,ROUMANI,RABAT,,,,,,X,,X,X,X,X,,,,,
A,SIDI YAHYA ZAER,RABAT,X,X,X,X,X,,,X,X,X,X,,,,,
A,SAFI                                              ,SAFI,X,X,X,X,X,X,,X,X,X,X,,,,,
B,ESSAOUIRA                                         ,SAFI,X,,,,,,,X,X,X,X,,,,,
C,YOUSSOUFIA                                        ,SAFI,,,X,,,,,X,X,X,X,,,,,
C,JEMAA SHAIM                                        ,SAFI,,,X,,,,,X,X,X,X,,,,,
B,SEBT GZOULA,SAFI,X,,,,,,,X,X,X,X,,,,,
C,CHEMAIA,SAFI,,,X,,,,,X,X,X,X,,,,,
A,TANGER                                            ,TANGER,X,X,X,X,X,X,,X,X,X,X,,,,,
C,TANGER MED,TANGER,X,X,X,X,X,X,,X,X,X,X,,,,,
A,TAZA                                              ,TAZA,X,X,X,X,X,X,,X,X,X,X,,,,,
B,GUERCIF                                           ,TAZA,X,X,X,X,X,X,,X,X,X,X,,,,,
C,TAOURIRT                                          ,TAZA,X,,,,,,,X,,X,,,,,,
C,TAHLA,TAZA,X,,,,,,,X,,X,,,,,,
C,OUED AMLIL                                        ,TAZA,X,,,,,,,,,,X,,,,,
A,TETOUAN                                           ,TETOUAN,X,X,X,X,X,X,,X,X,X,X,,,,,
B,FNIDEQ                                            ,TETOUAN,X,X,X,X,,X,,X,X,X,X,,,,,
B,MEDIAQ,TETOUAN,X,X,X,X,,X,,X,X,X,X,,,,,
B,MARTIL,TETOUAN,X,X,X,X,,,,X,X,X,X,,,,,
C,HAD BENI RZINE,TETOUAN,X,,,,,,,X,,X,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
